DateTime_start,date,duration,T,Rh,Cₐ,PAR_instruction,Ri_PAR_f,Scenario,Sequence,Plant,transpiration_diff_g_s,transpiration_linear_g_s,CO2_outflux_umol_s,Wind
2021-03-12T00:06:30.0,2021-03-12T00:06:30.0,5 minutes,22.654545454545453,0.7959090909090908,416.3636363636364,1.0e-9,1.0e-9,400ppm,4,5,0.0007500000000002154,0.0005035317810932712,-0.223057568,10.0
2021-03-12T00:16:30.0,2021-03-12T00:16:30.0,5 minutes,22.599999999999998,0.7974545454545453,417.09090909090907,1.0e-9,1.0e-9,400ppm,4,5,-0.00048355263157873196,-0.0006168631837235754,-0.219488054,10.0
2021-03-12T00:26:30.0,2021-03-12T00:26:30.0,5 minutes,22.599999999999998,0.8,416.8181818181818,1.0e-9,1.0e-9,400ppm,4,5,0.0003102310231009775,0.0003851757403224123,-0.219073682,10.0
2021-03-12T00:36:30.0,2021-03-12T00:36:30.0,5 minutes,22.599999999999998,0.7984545454545452,416.8181818181818,1.0e-9,1.0e-9,400ppm,4,5,0.0002483443708603248,5.8742519467814014e-5,-0.220989792,10.0
2021-03-12T00:46:30.0,2021-03-12T00:46:30.0,5 minutes,22.599999999999998,0.7984545454545454,416.8181818181818,1.0e-9,1.0e-9,400ppm,4,5,0.0006571428571430948,0.000513739314355511,-0.220619001,10.0
2021-03-12T00:56:30.0,2021-03-12T00:56:30.0,5 minutes,22.63636363636363,0.7989999999999999,416.45454545454544,1.0e-9,1.0e-9,400ppm,4,5,-0.00018000000000029104,-0.00011034080878894526,-0.223053051,10.0
2021-03-12T01:06:30.0,2021-03-12T01:06:30.0,5 minutes,22.59090909090909,0.8045454545454543,416.09090909090907,1.0e-9,1.0e-9,400ppm,4,5,0.0004736842105255858,0.0006649302215442652,-0.219764055,10.0
2021-03-12T01:16:30.0,2021-03-12T01:16:30.0,5 minutes,22.64545454545454,0.8009090909090909,416.72727272727275,1.0e-9,1.0e-9,400ppm,4,5,0.00021052631579047891,0.0002558095032488291,-0.217227154,10.0
2021-03-12T01:26:30.0,2021-03-12T01:26:30.0,5 minutes,22.654545454545453,0.8016363636363636,416.45454545454544,1.0e-9,1.0e-9,400ppm,4,5,0.00032679738562061783,0.00048623129870243724,-0.219394131,10.0
2021-03-12T01:36:30.0,2021-03-12T01:36:30.0,5 minutes,22.60909090909091,0.7927272727272726,417.1818181818182,1.0e-9,1.0e-9,400ppm,4,5,0.0004736842105255858,0.00024637489272977,-0.215466746,10.0
2021-03-12T01:46:30.0,2021-03-12T01:46:30.0,5 minutes,22.599999999999998,0.7929999999999999,417.3636363636364,1.0e-9,1.0e-9,400ppm,4,5,0.00011881188118831092,-9.384610068736423e-5,-0.212280961,10.0
2021-03-12T01:56:30.0,2021-03-12T01:56:30.0,5 minutes,22.681818181818176,0.8031818181818181,418.8181818181818,1.0e-9,1.0e-9,400ppm,4,5,-3.278688523767146e-6,-0.00065283838522113,-0.214070353,10.0
2021-03-12T02:06:30.0,2021-03-12T02:06:30.0,5 minutes,22.599999999999998,0.7979999999999998,417.72727272727275,1.0e-9,1.0e-9,400ppm,4,5,-0.00020261437908463445,-2.0134228187662932e-5,-0.213825369,10.0
2021-03-12T02:16:30.0,2021-03-12T02:16:30.0,4 minutes,22.599999999999998,0.7954545454545456,418.3636363636364,1.0e-9,1.0e-9,400ppm,4,5,-0.0007966804979253414,-0.00015301078627726842,-0.212377572,10.0
2021-03-12T02:25:30.0,2021-03-12T02:25:30.0,5 minutes,22.599999999999998,0.7973636363636364,418.3636363636364,1.0e-9,1.0e-9,400ppm,4,5,0.0003455149501654966,-8.634141944342314e-5,-0.21472372,10.0
2021-03-12T02:35:30.0,2021-03-12T02:35:30.0,5 minutes,22.599999999999998,0.7957272727272727,418.54545454545456,1.0e-9,1.0e-9,400ppm,4,5,-0.0003557692307688343,0.00010948911866373034,-0.214876105,10.0
2021-03-12T02:45:30.0,2021-03-12T02:45:30.0,5 minutes,22.599999999999998,0.8019999999999999,417.90909090909093,1.0e-9,1.0e-9,400ppm,4,5,7.119741100302433e-5,-8.81051058676978e-5,-0.21585924,10.0
2021-03-12T02:55:30.0,2021-03-12T02:55:30.0,5 minutes,22.599999999999998,0.7979999999999998,417.72727272727275,1.0e-9,1.0e-9,400ppm,4,5,0.0007156862745084843,0.0006837464792801446,-0.216897248,10.0
2021-03-12T03:05:30.0,2021-03-12T03:05:30.0,5 minutes,22.599999999999998,0.7985454545454543,417.09090909090907,1.0e-9,1.0e-9,400ppm,4,5,0.0004934210526318781,0.00025931754386845094,-0.213640258,10.0
2021-03-12T03:15:30.0,2021-03-12T03:15:30.0,5 minutes,22.599999999999998,0.802181818181818,417.6363636363636,1.0e-9,1.0e-9,400ppm,4,5,-0.00016828478964444856,-2.1379834676051427e-5,-0.219708967,10.0
2021-03-12T03:25:30.0,2021-03-12T03:25:30.0,5 minutes,22.563636363636363,0.7962727272727272,417.0,1.0e-9,1.0e-9,400ppm,4,5,0.0007203947368422728,0.0005071005829531989,-0.220876895,10.0
2021-03-12T03:35:30.0,2021-03-12T03:35:30.0,5 minutes,22.599999999999998,0.8028181818181817,417.1818181818182,1.0e-9,1.0e-9,400ppm,4,5,8.278145695394353e-5,-0.00023609818259648862,-0.218674539,10.0
2021-03-12T03:45:30.0,2021-03-12T03:45:30.0,5 minutes,22.599999999999998,0.801090909090909,417.6363636363636,1.0e-9,1.0e-9,400ppm,4,5,-0.0008534201954388151,-0.0013062840607659407,-0.221686665,10.0
2021-03-12T03:55:30.0,2021-03-12T03:55:30.0,5 minutes,22.599999999999998,0.795818181818182,418.09090909090907,1.0e-9,1.0e-9,400ppm,4,5,7.260726072735731e-5,-8.975403159986871e-5,-0.218175616,10.0
2021-03-12T04:05:30.0,2021-03-12T04:05:30.0,5 minutes,22.599999999999998,0.8018181818181819,416.72727272727275,1.0e-9,1.0e-9,400ppm,4,5,5.970149253590168e-6,-0.00010620860040647968,-0.220213088,10.0
2021-03-12T04:15:30.0,2021-03-12T04:15:30.0,5 minutes,22.67272727272727,0.7985454545454546,417.72727272727275,1.0e-9,1.0e-9,400ppm,4,5,0.00016339869281105195,-0.0003820340758116744,-0.219534327,10.0
2021-03-12T04:25:30.0,2021-03-12T04:25:30.0,5 minutes,22.64545454545454,0.7894545454545455,416.72727272727275,1.0e-9,1.0e-9,400ppm,4,5,0.0009042904290440329,0.00040217289362198144,-0.221469032,10.0
2021-03-12T04:35:30.0,2021-03-12T04:35:30.0,5 minutes,22.66363636363636,0.7947272727272727,417.6363636363636,1.0e-9,1.0e-9,400ppm,4,5,0.0008453947368423087,0.0006438428300045781,-0.221300029,10.0
2021-03-12T04:45:30.0,2021-03-12T04:45:30.0,5 minutes,22.62727272727272,0.8021818181818183,418.1818181818182,1.0e-9,1.0e-9,400ppm,4,5,0.0006480263157898566,0.00013470359173338583,-0.220330004,10.0
